id,sample,label 
1448,jak kszta³tuje siê odpowiedzialnoœæ klientki w przedmiotowej sprawie,prawo medyczne
1449,czy zajêcie zosta³o dokonane zgodnie z obecnie obowi¹zuj¹cym porz¹dkiem prawnym,prawo cywilne
1450,czy tablica mo¿e byæ umieszczona w innym miejscu ni¿ to wskazuje zdjêcie tj zamiast po prawej stronie okna to po lewej stronie okna,prawo administracyjne
1451,czy w przedmiotowej sprawie dosz³o do pope³nienia przestêpstwa czy sprawê nale¿y zg³osiæ na policjê i je¿eli tak to kto powinien to zrobiæ  lekarz czy farmaceuta czy klientka mo¿e ponosiæ odpowiedzialnoœæ dyscyplinarn¹,prawo karne
1452,czy stanowisko pracodawcy jest prawid³owe,prawo pracy
1453,czy je¿eli klientka bêdzie transportowana z pacjentem do innego szpitala to gdyby coœ siê sta³o to czy chroni j¹ umowa o pracê i czy ona sama poniesie odpowiedzialnoœæ,prawo pracy
1454,z jakimi aktami prawnymi powinien zapoznaæ siê klient w zwi¹zku ze wchodz¹cymi w  roku zmianami w prawie farmaceutycznym,inne
1455,czy wspólnota mo¿e odp³atnie wynaj¹æ  miejsc parkingowych które znajduj¹ siê w cieniu czy wspólnota mo¿e ogrodziæ miejsca parkingowe i przekazywaæ do nich klucz osobom które bêd¹ zainteresowane ich wynajmem,prawo cywilne
1456,w jaki sposób na œwiadectwie pracy nale¿y oznaczyæ dzieñ zakoñczenia pracy czy klientce przys³uguje wynagrodzenie od obecnego pracodawcy,prawo administracyjne
1457,w jaki sposób nale¿y przeprowadziæ postêpowanie spadkowe czy istnieje maksymalny czas w jakim nale¿y je przeprowadziæ,prawo cywilne
1458,czy pracodawca mo¿e nagrywaæ g³os i obraz w kabinie maszynisty w jakich sytuacjach pracodawca mo¿e przegl¹daæ nagrania monitoringu czy pracodawca mo¿e nagrywaæ g³os i obraz celem upokarzania pracowników,prawo administracyjne
1459,czy w ramach indywidualnej praktyki lekarskiej wy³¹cznie w miejscu wezwania mo¿liwe jest œwiadczenie us³ug dla podmiotu leczniczego np poz je¿eli odpowiedŸ na powy¿sze pytanie jest twierdz¹ca czy w przypadku œwiadczenia us³ugw podmiocie leczniczym klient móg³by wystawiaæ recepty na swoj¹ indywidualn¹ praktykê lekarsk¹ wy³¹cznie w miejscu wezwania czy przepisy prawa okreœlaj¹ w sposób wyczerpuj¹cy sprzêt jaki powinien posiadaæ lekarz prowadz¹cy indywidualn¹ praktykê lekarsk¹ wy³¹cznie w miejscu wezwania,prawo medyczne
1460,czy klientka mo¿e nadal zg³osiæ swoich pracowników do szczepieñ przeciwko covid,prawo medyczne
1461,czy klientce przys³uguje mo¿liwoœæ skorzystania zwolnienia od pracy w zwi¹zku z opiek¹ nad dzieckiem,prawo pracy
1462,czy obecnie klientce nale¿y siê dodatek wyrównawczy ze wzglêdu na brak mo¿liwoœci dy¿urowania a je¿eli tak to w jaki sposób nale¿y go wyliczyæ je¿eli w ci¹gu ostatnich  miesiêcy klientka równie¿ nie dy¿urowa³a,prawo pracy
1463,czy klient ma mo¿liwoœæ ubiegania siê o wyp³atê dodatku do wynagrodzenia,prawo medyczne
1464,czy pracodawca ma mo¿liwoœæ odsuniêcia pracownika od wykonywania pracy w ramach kary za naruszenie obowi¹zków pracowniczych czy pracodawca ma mo¿liwoœæ czasowego oddelegowania pracownika do wykonywania innej pracy czy pracodawca ma mo¿liwoœæ zmuszenia pracownika do wykorzystania urlopu wypoczynkowego,prawo pracy
1465,czy klientka mo¿e ¿¹daæ zwrotu nadp³aty za wodê od w³aœciciela,prawo cywilne
1466,czy oddelegowanie do pracy przy ³ó¿kach covidowych wydane przez dyrektora szpitalaw formie ustnej jest dla klientki wi¹¿¹ce,prawo pracy
1467,czy pracodawca mo¿e skróciæ okres wypowiedzenia bez zgody klientki czy pracodawca mo¿e zadecydowaæ o tym ¿e wyp³aci klientce ekwiwalent pieniê¿ny zamiast udzielania jej urlopu,prawo pracy
1468,jak przedstawiaj¹ siê zasady odpowiedzialnoœci cywilnej karnej i dyscyplinarnej apteki oraz technika farmaceutycznego w wypadku b³êdnego wydania leku,prawo farmaceutyczne
1469,czy wymienione przez klienta umowne postanowienia s¹ dla niego korzystnezgodne z prawem,inne
1470,czy klientka mo¿e wykonywaæ dy¿ury na podstawie umowy cywilnoprawnej w innym podmiocie,prawo pracy
1471,czy pracownik tymczasowy mo¿e otrzymaæ mniejsz¹ iloœæ dni urlopu ni¿ to wynika z umowy o pracê zawartej z agencj¹ pracy tymczasowej,prawo pracy
1472,czy klient mo¿e zostaæ oddelegowany do pracy na innym oddziale,prawo pracy
1473,w jaki sposób powinien zachowaæ siê klient aby dosz³o do zmiany warunków pracy jednego z pracowników klienta,prawo pracy
1474,czy klientka która jest zatrudniona na podstawie umowy cywilnoprawnej mo¿e zostaæ skierowana przez wojewodê do pracy przy zwalczaniu epidemii czy klientka mo¿e zostaæ oddelegowana do pracy przy zwalczaniu epidemii do innego podmiotu przez swojego zleceniodawcê,prawo medyczne
1475,jaka jest maksymalna wysokoœæ dodatku covidowego,prawo medyczne
1476,czy lekarz sta¿ysta mo¿e dodatkowo podj¹æ pracê na podstawie umowy zlecenie w jednostce macierzystej poza godzinami odbywania sta¿u,prawo medyczne
1477,czy w przypadku gdy dwójka rodziców wychowuje dziecko do lat  i jeden z rodziców jest lekarzem mo¿e on zostaæ skierowany do pracy przy zwalczaniu epidemii przez wojewodê,prawo medyczne
1478,czy istnieje mo¿liwoœæ poniesienia przez klientkê negatywnych konsekwencji w ramach postêpowania dyscyplinarnego w zwi¹zku z pomy³k¹ technika farmacji,prawo farmaceutyczne
1479,w jaki sposób powinna post¹piæ klientka gdyby zg³osi³ siê do niej pacjent z ¿¹daniem odszkodowania w zwi¹zki z ewentualnym b³êdem medycznym,prawo medyczne
1480,czy pracownicy która nie pojawi siê w pracy od  kwietnia bêdzie przys³ugiwa³o prawo do wynagrodzenia czy w przypadku rozwi¹zania umowy o pracê z winy pracownika pracownica bêdzie mog³a wykorzystaæ urlop wypoczynkowy za kwiecieñ,prawo pracy
1481,czy lekarz prowadz¹cy indywidualn¹ praktykê lekarsk¹ mo¿e zatrudniæ innego lekarza,prawo medyczne
1482,czy klientka powinna zaznaczyæ w oœwiadczeniu ¿e nie podlega skierowaniu do pracy przy zwalczaniu epidemii,prawo pracy
1483,jaki okres wypowiedzenia obowi¹zuje klientkê,prawo pracy
1484,czy zmiana zarz¹dcy nieruchomoœci¹ wspóln¹ wymaga zachowania formy aktu notarialnego,prawo cywilne
1485,czy ustna umowa dot zmiany warunków pracy i p³acy jest wi¹¿¹ca czy klientka mo¿e domagaæ siê zatrudnienia na nowych warunkach co mog³aby zrobiæ klientka gdyby pracodawca nie zgodzi³ siê na zmianê warunków pracy i p³acy,prawo pracy
1486,czy towarzystwo ubezpieczeniowe mo¿e ¿¹daæ udostêpnienia dokumentacji medycznej od lekarza,prawo medyczne
1487,kogo nale¿y powiadomiæ o likwidacji punktu aptecznego ile wynosi okres wypowiedzenia przy zezwoleniu na prowadzenie punktu aptecznego,prawo farmaceutyczne
1488,czy osoby zatrudnione w aptece na podstawie umowy cywilnoprawnej zlecenia zobowi¹zane s¹ do dostarczenia zaœwiadczenia o zdolnoœci do pracy wystawione przez lekarza medycyny pracy,prawo pracy
1489,czy pracodawca mo¿e w trakcie trwania nowej umowy klienta zmieniæ warunki pracy i p³acy,prawo pracy
1490,czy klientka mo¿e podj¹æ dodatkow¹ pracê w oœrodku rehabilitacyjnym niebêd¹cym jednostk¹ macierzyst¹ w której odbywa ona sta¿ podyplomowy,prawo medyczne
1491,w jaki sposób powinni rozliczaæ siê wspó³w³aœciciele kamienicy jakie dzia³anie w przedmiotowej sprawie mo¿e podj¹æ m¹¿ klientki,prawo cywilne
1492,na jakiej podstawie prawnej wydane zosta³o polecenie ministra zdrowia a nastêpnie zarz¹dzenie prezesa nfz skierowane do podmiotów leczniczych aby ograniczono wykonywanie œwiadczeñ zdrowotnych w zwi¹zku z panuj¹c¹ pandemi¹ covid,prawo medyczne
1493,jak klientka powinna zareagowaæ na roszczenie kupuj¹cego,prawo cywilne
1494,czy klientka powinna przekazaæ dokumentacjê medyczn¹ czy klientka powinna odpowiedzieæ na pytania dotycz¹ce leczenia pacjentki na ¿¹danie s¹du,prawo medyczne
1495,gdzie nale¿y z³o¿yæ wniosek o zbadanie przebiegu leczenia pacjenta,prawo karne
1496,czy w przypadku z³o¿enia odwo³ania od decyzji wojewody o skierowaniu do pracy przy zwalczaniu epidemii klient mo¿e nie stawiæ siê do pracy w miejscu wskazanym w decyzji czy do³¹czenie do odwo³ania od decyzji aktu urodzenia dziecka w ramach dowodu uzasadniaj¹cego uniemo¿liwienie skierowania jest wystarczaj¹ce czy przes³any przez klienta wzór odwo³ania od decyzji nadaje siê do zastosowania,prawo medyczne
1497,kto udziela urlopu na czas sta¿u kto powinien udzieliæ zgody na przed³u¿enie specjalizacji w jakiej formie klientka powinna zawnioskowaæ o udzielenie urlopu czy dyrektor mo¿e ¿¹daæ aby klientka zobowi¹za³a siê do pracy w tym samym szpitalu po powrocie czy klientka mog³aby rozwi¹zaæ umowê o pracê gdyby jej nie udzielono urlopu,prawo medyczne
1498,czy spó³dzielnia mo¿e ¿¹daæ udostêpnienia lokalu,prawo cywilne
1499,jak klientka powinna zachowaæ siê w przedstawionej sytuacji,prawo karne
1500,czy dzia³anie dyrekcji szpitala zwi¹zane z wyp³acaniem dodatku covidowego jest prawid³owe,prawo medyczne
1501,jakie formalnoœci wi¹¿¹ siê z przejêciem apteki czy istnieje koniecznoœæ ponownego uzyskiwania pozwolenia na prowadzenie apteki,prawo farmaceutyczne
1502,jakie konsekwencje prawne wi¹¿¹ siê dla klienta w zwi¹zku z skierowaniem przez wojewodê go do pracy w szpitalu tymczasowym,prawo medyczne
1503,jak kszta³tuje siê odpowiedzialnoœæ wspólników spó³ki z oo spó³ki komandytowej jak przebiega podzia³ zysków w spó³ce komandytowej,prawo cywilne
1504,w jaki sposób opodatkowany jest zysk spó³ki komandytowej,prawo cywilne
1505,czy spó³ka z oo mo¿e byæ komplementariuszem w spó³ce komandytowej czy wspólnik spó³ki z oo bêd¹cej wspólnikiem spó³ki komandytowej mo¿e byæ jednoczeœnie wspólnikiem spó³ki komandytowej,prawo cywilne
1506,czy odmowa ubezpieczyciela by³a zasadna,inne
1507,czy prokurent albo pe³nomocnik ogólny wpisany do ceidg jako wspó³dzia³aj¹cy z praktyk¹ lekarsk¹ klientki mo¿e byæ zaklasyfikowany jako nale¿¹cy do grupy  zgodnie z przepisami reguluj¹cymi szczepienia przeciw covid czy prywatna praktyka lekarska ograniczona do miejsca dzia³ania podmiotu leczniczego mo¿e zatrudniæ na umowê zlecenie pracownika administracyjnego,prawo medyczne
1508,jak kszta³tuje siê odpowiedzialnoœæ klienta w przypadku gdyby nfz na³o¿y³ na podmiot karê,inne
1509,jakie kroki prawne mo¿e dalej podj¹æ klientka,prawo medyczne
1510,czy otrzymywanie przez pracowników innego wynagrodzenia za wykonywanie tej samej pracy tych samych obowi¹zków i ponoszenie tej samej odpowiedzialnoœci mo¿e byæ traktowane jako nierówne traktowanie czy pracodawca mo¿e zakazaæ pracownikom rozmów o zarobkach mimo braku takiego postanowienia w umowie o pracê,prawo pracy
1511,czy i kiedy pracodawca mo¿e odwo³aæ pracownika z dodatkowego urlopu wypoczynkowego przys³uguj¹cego osobom zatrudnionym w równowa¿nym systemie czasu pracy zgodniez regulaminem pracy,prawo pracy
1512,czy klientka bêdzie musia³a zawrzeæ now¹ umowê o pracê czy klienta musi zawrzeæ umowê ubezpieczenia odpowiedzialnoœci cywilnej kto bêdzie pe³ni³ rolê kierownika specjalizacji i czy bêdzie ponosi³ odpowiedzialnoœæ za b³êdy klientki czy specjalizacja klientki ulegnie przed³u¿eniu w zwi¹zku z delegowaniem,prawo medyczne
1513,czy w salonie kosmetycznym powinna znaleŸæ siê gaœnica jeœli tak to jakiej wielkoœci,prawo administracyjne
1514,czy klientka post¹pi³a w³aœciwie w przedmiotowej sytuacji,prawo medyczne
1515,czy wypowiedzenie umowy o pracê z³o¿one przez klienta jest skuteczne,prawo pracy
1516,jaki jest wymiar urlopu rodzicielskiego od kiedy klient mo¿e skorzystaæ z urlopu rodzicielskiego w jaki sposób nale¿y zg³osiæ siê do dobrowolnego ubezpieczenia chorobowego,prawo pracy
1517,jak klient powinien ustosunkowaæ siê do wezwania otrzymanego od izby lekarskiej,prawo medyczne
1518,czy skierowanie lekarza rezydenta do pracy przy zwalczaniu epidemii ustne polecenie na podstawie art m ust  ustawy o zawodach lekarza i lekarza dentysty skutkuje przed³u¿eniem okresu specjalizacji w jaki sposób lekarz rezydent powinien udokumentowaæ oddelegowanie je¿eli odbywa siê ono na podstawie ustnego polecenia a fakt zaistnienia oddelegowania jest kluczowyw zakresie ewentualnego przed³u¿enia trwania okresu specjalizacji,prawo medyczne
1519,czy klientka mo¿e udzielaæ œwiadczeñ na podstawie umowy o œwiadczenie us³ug medycznych,prawo medyczne
1520,czy mo¿liwe jest powiêkszenie sk³adu osobowego spó³ki jawnej bez dokonywania zmian w zezwoleniu do prowadzenie apteki,prawo cywilne
1521,jak kszta³tuje siê odpowiedzialnoœæ lekarza który sam siê zg³osi na dy¿ury w oddziale covidowym,prawo karne
1522,jak klientka powinna post¹piæ aby nie straciæ odbytego sta¿u,prawo medyczne
1523,czy klientka mo¿e sprzedaæ mieszkanie córki,prawo cywilne
1524,jak prawa i obowi¹zki ma klientka w zwi¹zku z wezwaniem przez rzecznika odpowiedzialnoœci zawodowej na przes³uchanie w charakterze œwiadka,prawo karne
1525,czy towarzystwo ubezpieczeniowe mo¿e ¿¹daæ udostêpnienia dokumentacji medycznej od lekarza bez za³¹czenia zgody pacjenta,prawo medyczne
1526,czy w œwietle przepisów prawa i orzecznictwa trzeba nosiæ maseczkê,prawo karne
1527,czy postawienie na dzia³ce nale¿¹cej do klienta domku holenderskiego o powierzchni mniejszej ni¿  m wymaga zg³oszenia lub pozwolenia na budowê,prawo administracyjne
1528,czy mo¿liwe jest zmniejszenie wymiaru czasu pracy gdy pracownik przebywa na urlopie,prawo pracy
1529,czy klient ma mo¿liwoœci skutecznego odwo³ania siê od decyzji wojewody o skierowaniu do pracy przy zwalczaniu epidemii,prawo medyczne
1530,czy klient powinien wysy³aæ dokumentacjê medyczn¹ pacjenta czy klient powinien podawaæ numer polisy czy klient mo¿e pobraæ op³atê za udostêpnienie dokumentacji medycznej,prawo medyczne
1531,czy klient bêd¹c stomatologiem bez specjalizacji z chirurgii stomatologicznej mo¿e pracowaæ w szpitalnym oddziale chirurgii szczêkowotwarzowej,prawo medyczne
1532,czy klientka mo¿e ubiegaæ siê o odszkodowanie za nierówne traktowanie w pracy wysy³aj¹c pismo do dyrekcji czy odszkodowania nale¿y dochodziæ przed s¹dem czy w przypadku otrzymania wypowiedzenia umowy o pracê nale¿y je podpisaæ,prawo pracy
1533,czy w sytuacji skierowania przez wojewodê do pracy przy zwalczaniu epidemii jedno z rodziców mo¿e byæ zobligowane do pracy a drugie mo¿e zostaæ z dzieæmi czy te¿ oboje rodziców mog¹ byæ zobligowani do pracy,prawo medyczne
1534,czy przy najmie okazjonalnym najemca mo¿e jako lokal zastêpczy wskazaæ dom którego jest wspó³w³aœcicielem i podpisaæ siê sam na oœwiadczeniu,prawo medyczne
1535,czy klient ma obowi¹zek posiadania kasy fiskalnej,prawo podatkowe
1536,czy klientka udaj¹c siê na sta¿ zagraniczny utraci progres dotychczas odbywanego sta¿u dyplomowego w polsce,prawo medyczne
1537,czy w œwietle testamentu spadkodawcy wnioski opinii o sygn  ulegn¹ zmianie,prawo cywilne
1538,czy viregytk mo¿e byæ sprzedawany w ramach recepty ze  odp³atnoœci¹,prawo farmaceutyczne
1539,czy klient mia³ obowi¹zek wype³nienia ankiety epidemiologicznej,prawo medyczne
1540,jak kszta³tuj¹ siê podstawy odpowiedzialnoœci klientki i podmiotu leczniczego,prawo medyczne
1541,czy przekszta³cenie lokalu u¿ytkowego niemieszkalnego w lokal mieszkalny jest dopuszczalne i w jaki sposób nale¿y tego dokonaæ czy zmiana sposobu u¿ytkowania lokalu powinna wi¹zaæ siê ze zmianami w ksiêdze wieczystej,prawo administracyjne
1542,czy dom pogrzebowy mo¿e przesy³aæ skany faktury papierowej bez zgody klienta,prawo podatkowe
1543,jak kszta³tuje siê odpowiedzialnoœæ za b³êdy medyczne lekarza rezydenta pracuj¹cego na oddziale covidowym czy mo¿na j¹ wy³¹czyæ na mocy stosownej klauzuli w umowie o pracê czy w czasie epidemii wy³¹czona jest odpowiedzialnoœæ karna lekarzy rezydentów,prawo medyczne
1544,czy podmiot leczniczy mo¿e odwo³aæ klientkê z urlopu wypoczynkowego,prawo pracy
1545,czy dzieci farmaceutów bêd¹ mia³y mo¿liwoœæ udania siê do ¿³obkaprzedszkola po  marca  r w zwi¹zku z zamkniêciem przedszkoli jako dzieci pracowników medycznych oraz s³u¿b porz¹dkowych,prawo medyczne
1546,jaka jest maksymalna dopuszczalna wysokoœæ ogrodzenia pomiêdzy dzia³kami na których znajduj¹ siê domy jednorodzinne,prawo administracyjne
1547,czy w przypadku œmierci wynajmuj¹cego umowa najmu wygasa czy z mocy prawa wstêpuj¹c do niej nastêpcy prawni wynajmuj¹cego a mo¿e umowa powinna w swojej treœci wskazywaæ co dzieje siê po œmierci wynajmuj¹cego,prawo cywilne
1548,czy do dokonania podzia³u nieruchomoœci lokalowej mieszkalnej na lokal u¿ytkowy i mieszkalny wymagana jest uchwa³a o wyra¿eniu zgody wspólnoty mieszkaniowej gdyby uchwa³a wspólnoty by³a konieczna  czy w sytuacji ustalania wielkoœci udzia³ów w czêœciach wspólnych nieruchomoœci istnieje mo¿liwoœæ prawnego zobligowania do tego cz³onka wspólnoty który nie wyrazi³ by na to zgody jakie dokumenty oprócz przedstawionych powinna przygotowaæ klientka do dokonania podzia³u nieruchomoœci u notariusza czy podczas jednego spotkania u notariusza klientka mo¿e dokonaæ podzia³u lokalu oraz przekazania w³asnoœci jednego z nich poprzez darowiznê,prawo cywilne
1549,czy klient mo¿e zostaæ oddelegowany do pracy na oddzia³ covidowy,prawo medyczne
1550,czy pracodawca mo¿e przymusiæ pracownika do szczepienia przeciw covid czy pracodawca mo¿e z tego powodu zwolniæ pracownika dyscyplinarnie czy je¿eli pracownik odmówi szczepienia to powinien pokryæ koszty badañ z tym zwi¹zane,prawo pracy
1551,czy postêpowanie szpitala jest prawid³owe,prawo medyczne
1552,w jaki sposób ¿ona klienta mo¿e uzyskaæ informacje na temat próby przeszukania gabinetu,prawo karne
1553,czy klientka mo¿e usun¹æ zêba pacjentce bez zgody rodzica,prawo medyczne
1554,do kogo klientka powinna zwróciæ siê o wyp³atê niniejszego dodatku do podmiotu leczniczego czy bezpoœrednio do nfz,prawo podatkowe
1555,czy legalnym jest odkupienie systemu operacyjnego windows od leasingobiorcy który po okresie leasingu wykupi³ ów system,inne
1556,czy w³aœciciel lokalu by³ uprawniony do z³o¿enia wniosku o uzasadnienie wyroku czy wspólnota mieszkaniowa musi ponieœæ koszty takiego wniosku,prawo cywilne
1557,czy lekarzowi skierowanemu do pracy przy zwalczaniu epidemii decyzj¹ wojewody przys³uguje dodatek covidowy,prawo medyczne
1558,co klientka mo¿e zrobiæ w zwi¹zku z otrzymanym pismem,prawo karne
1559,czy klientka nie znaj¹c pe³nych personaliów danej osoby klientka posiada jedynie imiêi numer telefonu mo¿e z³o¿yæ w s¹dzie wniosek o przes³uchanie danych osób w charakterze œwiadka czy s¹d ma mo¿liwoœæ zobowi¹zania œwiadków do udzielenia odpowiedzi na konkretne pytania,prawo cywilne
1560,jaki okres wypowiedzenia umowy o pracê obowi¹zuje klientkê,prawo pracy
1561,czy wezwanie zosta³o klientowi prawid³owo dorêczone czy przepisy prawa przewiduj¹ minimalny czas na rozbiórkê komórki czy zarz¹dca nieruchomoœci wspólnej mo¿e samodzielnie ustalaæ od kiedy bêdzie pobierana op³ata zgodnie z uchwa³¹,prawo cywilne
1562,czy viregytk mo¿e byæ sprzedawany w ramach recepty ze  odp³atnoœci¹,prawo farmaceutyczne
1563,jaka jest sytuacja najemcy w wypadku œmierci wynajmuj¹cego,prawo cywilne
1564,czy pracodawca mo¿e zobowi¹zaæ pracownika do szczepienia przeciw covid czy pracodawca mo¿e z tego powodu zwolniæ pracownika dyscyplinarnie czy je¿eli pracownik odmówi szczepienia to powinien pokryæ koszty badañ z tym zwi¹zane,prawo pracy
1565,na jak d³ugi okres klientka mo¿e zostaæ skierowana przy pracy przy zwalczaniu covid,prawo medyczne
1566,czy oœmioletnie dziecko mo¿e z³o¿yæ deklaracjê cz³onkostwa w spó³dzielni mieszkaniowej kogo nale¿y powiadamiaæ o zebraniach op³atach etc w przypadku przyjêcia oœmioletniego dziecka do spó³dzielni mieszkaniowej,prawo cywilne
1567,czy klientka mo¿e zostaæ skierowana do pracy przy zwalczaniu epidemii pomimo ¿e posiada ona orzeczenie o umiarkowanej niepe³nosprawnoœci,prawo medyczne
1568,czy w sytuacji gdy postêpowanie egzekucyjne zostanie zawieszone klient nie bêdzie musia³ wnosiæ op³at egzekucyjnych czy w takim wypadku klient bêdzie zwolniony z wszelkich op³at egzekucyjnokomorniczych,prawo cywilne
1569,na jakich zasadach lekarze maj¹ prawo wystawiæ zaœwiadczenie pacjentowi zwalniaj¹ce goz obowi¹zku maseczki czy poza przepisami z rozporz¹dzenia s¹ jeszcze jakieœ inne przepisy czym lekarz powinien siê kierowaæ wydaj¹c zaœwiadczenie czy lekarz mo¿e wydaæ zaœwiadczenie powo³uj¹c siê na zasady etyki lekarskiej,prawo medyczne
1570,czy dyrektor szpitala mia³ prawo oddelegowaæ klientkê do pracy na oddziale covidowym,prawo pracy
1571,czy postêpowanie szpitala jest prawid³owe,prawo medyczne
1572,czy klientka powinna zastosowaæ siê do treœci wezwania,prawo medyczne
1573,czy apteka mo¿e prowadziæ internetow¹ sprzeda¿ suplementów diety i kosmetyków jakich formalnoœci powinna dope³niæ klientka celem rozpoczêcia takiej dzia³alnoœci,prawo farmaceutyczne
1574,czy zarz¹dzenie dyrekcji szpitala jest dla klientki wi¹¿¹ce pomimo zapisu przewidzianego w zawartej przez ni¹ umowie o pracê,prawo pracy
1575,czy klient mo¿e skutecznie odwo³aæ siê od decyzji jakie s¹ warunki pracy w przypadku oddelegowania do pracy przy zwalczaniu epidemii przez wojewodê,prawo medyczne
1576,czy pracodawca mo¿e wys³aæ pracownika na badanie covid kto ponosi koszty takiego badania,prawo pracy
1577,czy pracodawca ma prawo oddelegowaæ klientkê do pracy na oddziale covidowym,prawo medyczne
1578,czy klient mo¿e byæ oddelegowany na oddzia³ covidowy i pe³niæ funkcje pielêgniarskie czy klient mo¿e skorzystaæ z urlopu bezp³atnego bez zgody pracodawcy,prawo medyczne
1579,od jakiego momentu po wydaniu orzeczenia w ii instancji klientce zostanie zawieszone prawo wykonywania zawodu lekarza czy po odbyciu po³owy kary mo¿liwe jest ubieganie siê o wczeœniejsze przywrócenie prawa wykonywania zawodu,prawo karne
1580,jakie s¹ zasady oddelegowywania lekarzy rezydentów na oddzia³ covidowy przez pracodawcê,prawo medyczne
1581,co w sytuacji je¿eli wystêpuj¹ inne niewymienione w przepisach schorzenia np choroby nowotworowe i zmiany na twarzy których nie powinno siê dra¿niæ maseczk¹  jak powinien zachowaæ siê lekarz  kierowaæ siê œciœle przepisami czy dzia³aæ zgodnie z wiedz¹ medyczn¹ dla dobra pacjenta,prawo medyczne
1582,czy ubezpieczenie klienta obejmuje swym zakresem pracê na oddziale covidowym,inne
1583,w jaki sposób decyzja wojewody mo¿e byæ dostarczona jakie sankcje gro¿¹ klientce w zwi¹zku z tym ¿e nie stawi³a siê w szpitalu,prawo medyczne
1584,jaki termin ma spó³dzielnia na rozpatrzenie odwo³ania czy brak odpowiedzi jest jednoznaczny z uznaniem odwo³ania,prawo cywilne
1585,czy klientka prowadz¹c indywidualn¹ praktykê lekarsk¹ bez zawartego kontraktu z narodowym funduszem zdrowia w dalszym ci¹gu ma mo¿liwoœæ wystawiania recept papierowych na starych drukach,prawo medyczne
1586,czy tarcza antykryzysowa lub inne przepisy przewiduj¹ pomoc finansow¹ dla farmaceutów w zwi¹zku z epidemi¹ koronawirusa,prawo medyczne
1587,czy pracodawca mo¿e jednostronnie zmniejszyæ ¿onie klienta wymiar czasu pracy z  na  etatu czy w zwi¹zku ze zmniejszeniem wymiaru zatrudnienia na skutek epidemii obecnie pracownikowi przys³uguje jakieœ dodatkowe œwiadczenie czy w przypadku zamkniêcia zak³adu pracy ¿ona klienta bêdzie mia³a mo¿liwoœæ pobierania zasi³ku dla bezrobotnych,prawo pracy
1588,kogo w rozumieniu przepisów uznaje siê za inwalidê i w jaki sposób nale¿a³oby udokumentowaæ inwalidztwo w ramach odwo³ania od decyzji o skierowaniu do pracy przy zwalczaniu epidemii,prawo karne
1589,czy m¹¿ klientki powinien podpisaæ z bratem umowê najmu lokalu mieszkalnego z dat¹ wsteczn¹ w jakim czasie administrator powinien przedstawiaæ rozliczenia czy administrator powinien regulowaæ nale¿ne drugiemu wspó³w³aœcicielowi zyski na bie¿¹co czy administrator mo¿e pobieraæ wynagrodzenie za sprawowanie zarz¹du nieruchomoœci¹ kto mo¿e pe³niæ rolê rozjemcy w sporze miêdzy wspó³w³aœcicielami,prawo cywilne
1590,czy klient mo¿e za³o¿yæ dzia³alnoœæ gospodarcz¹ i skorzystaæ z dofinansowania jeszcze w trakcie odbywania sta¿u,prawo medyczne
1591,czy klient mo¿e zostaæ obci¹¿ony kar¹,prawo medyczne
1592,czy klient mo¿e zmieniæ formê prowadzenia dzia³alnoœci gospodarczej czy klient bêdzie móg³ przenieœæ zezwolenie na nabywcê,prawo farmaceutyczne
1593,w jaki sposób nale¿y obecnie doprowadziæ do dziedziczenia udzia³ów w funduszu w³asnoœci pracowniczej pkp,prawo cywilne
1594,czy zamontowanie instalacji fotowoltaicznej zwiêkszy wymiar podatku od nieruchomoœci,prawo podatkowe
1595,czy klientka mo¿e korzystaæ z kasy zarejestrowanej na indywidualn¹ praktykê lekarsk¹ z któr¹ klientka wspó³pracuje kto ponosi ewentualne konsekwencje gdyby klientka musia³a korzystaæ z w³asnej kasy fiskalnej jaka jest kara i komu jest wymierzana czy klientka ma obowi¹zek wprowadzenia kasy online,prawo medyczne
1596,czy pracodawca ma obowi¹zek zapewnienia ka¿demu pracownikowi przejechanie takiej samej iloœci kilometrów czy zarz¹d zwi¹zku zawodowego jest zobowi¹zany do udzielenia odpowiedzi na otrzymane pismo,prawo pracy
1597,co klientka mo¿e skutecznie zmieniæ miejsce odbywania szkolenia specjalizacyjnego,prawo medyczne
1598,kto i jakie procedury musi dope³niæ aby mog³o dojœæ do sprzeda¿y dzia³ki,prawo administracyjne
1599,jaka odpowiedzialnoœæ grozi klientowi w przedmiotowej sprawie czy klient powinien odpowiadaæ wyczerpuj¹co w odpowiedzi na skargê czy bardziej wskazane wydaje siê zachowanie na tym etapie powœci¹gliwoœci i oczekiwanie na dalszy rozwój wydarzeñ,prawo medyczne
1600,czy ubezpieczeniowy fundusz gwarancyjny ma obecnie prawo na³o¿yæ na klienta karê za brak wykupionego ubezpieczenia oc samochodu w  r,prawo cywilne
1601,czy obecnie nale¿y przeprowadziæ dzia³ spadku,prawo cywilne
1602,jak kszta³tuje siê odpowiedzialnoœæ klientki w trakcie szczepieñ czy w przypadku skierowania do innej pracy przez pracodawcê pracodawca ma obowi¹zek zapewnienia szkolenia jak kszta³tuje siê wynagrodzenie rezydenta za czas pracy w godzinach nadliczbowych,prawo karne
1603,jakie s¹ prawa i obowi¹zki klientki na przes³uchaniu w charakterze œwiadka,prawo karne
